DATE,HOUR,SKILL,CAMPAIGN,DISPOSITION,INTERACTIONS,CHAT QUEUE TIME,HANDLE TIME,AFTER CHAT WORK
2025/06/11,00:00,Early Returns - Chat,Chat_Nectar,Post-Order Questions,1,00:00:05,00:12:27,00:02:28
2025/06/11,00:00,Early Returns - Chat,Chat_Nectar,Return - Wrong Product,1,00:00:04,00:24:38,00:00:33
2025/06/11,00:00,EOT Delivered - Chat,Chat_Nectar,Warranty Claims,1,00:00:03,00:24:28,00:00:56
2025/06/11,00:00,Inbound Sales - Chat,Chat_DreamCloud,Product Support,1,00:00:05,00:14:38,00:00:11
2025/06/11,00:00,Inbound Sales - Chat,Chat_Siena,Sales - Sellable - Not Sold,1,00:00:05,00:08:13,00:01:37
2025/06/11,00:00,Pre-Transit_Cancellations - Chat,Chat_DreamCloud,Modify_Exchange Order,1,00:00:06,00:10:46,00:00:00
2025/06/11,01:00,Delivered - Chat,Chat_Nectar,Return - Comfort,1,00:00:02,00:24:50,00:01:48
2025/06/11,01:00,EOT Delivered - Chat,Chat_Nectar,Warranty Claims,1,00:00:04,00:11:48,00:00:52
2025/06/11,01:00,Inbound Sales - Chat,Chat_DreamCloud,Unresponsive Customer,1,00:00:02,00:06:03,00:04:43
2025/06/11,01:00,Inbound Sales - Chat,Chat_DreamCloud,Unresponsive Customer,1,00:00:05,00:49:30,00:01:22
2025/06/11,02:00,Early Returns - Chat,Chat_DreamCloud,Return - Follow-Up,1,00:00:05,00:24:11,00:07:19
2025/06/11,02:00,Early Returns - Chat,Chat_Nectar,Manufacturing Defects_Damage,1,00:00:02,00:22:02,00:00:10
2025/06/11,02:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:03,00:09:42,00:02:00
2025/06/11,02:00,Inbound Sales - Chat,Chat_Nectar,Post-Order Questions,1,00:00:04,00:13:11,00:02:15
2025/06/11,02:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:05,00:04:33,00:00:26
2025/06/11,02:00,Inbound Sales - Chat,Chat_Nectar,Product Support,1,00:00:05,00:10:29,00:01:55
2025/06/11,02:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:05,00:03:18,00:01:08
2025/06/11,02:00,Pre-Transit_Cancellations - Chat,Chat_Nectar,Cancel - Price,1,00:00:05,00:13:17,00:01:24
2025/06/11,02:00,Pre-Transit_Cancellations - Chat,Chat_Nectar,Post-Order Questions,1,00:00:06,00:10:22,00:00:12
2025/06/11,02:00,Pre-Transit_Cancellations - Chat,Chat_DreamCloud,Unresponsive Customer,1,00:00:05,00:14:51,00:00:35
2025/06/11,03:00,Early Returns - Chat,Chat_DreamCloud,Post-Order Questions,1,00:00:03,00:07:16,00:00:42
2025/06/11,03:00,Early Returns - Chat,Chat_DreamCloud,Return - Comfort,1,00:00:03,00:16:01,00:02:09
2025/06/11,03:00,EOT Delivered - Chat,Chat_Nectar,Unresponsive Customer,1,00:00:03,00:01:50,00:01:48
2025/06/11,03:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:05,00:31:55,00:00:06
2025/06/11,03:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:06,00:22:27,00:00:00
2025/06/11,03:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:05,00:09:45,00:00:56
2025/06/11,03:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:05,00:28:39,00:04:57
2025/06/11,03:00,Inbound Sales - Chat,Chat_DreamCloud,Callback - Did not Answer,1,00:00:03,00:02:09,00:00:21
2025/06/11,03:00,Inbound Sales - Chat,Chat_Nectar,Unresponsive Customer,1,00:00:04,00:06:14,00:00:58
2025/06/11,04:00,Delivered - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:05,00:38:53,00:00:00
2025/06/11,04:00,Delivered - Chat,Chat_DreamCloud,Product Support,1,00:00:02,01:11:27,00:01:09
2025/06/11,04:00,EOT Delivered - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:02,00:32:30,00:00:12
2025/06/11,04:00,EOT Delivered - Chat,Chat_DreamCloud,Unresolved Interaction,1,00:00:03,00:28:06,00:00:53
2025/06/11,04:00,In Transit - Chat,Chat_Siena,Shipping Hold Request,1,00:00:02,00:14:15,00:03:50
2025/06/11,04:00,In Transit - Chat,Chat_Nectar,Post-Order Questions,1,00:00:03,00:14:01,00:01:11
2025/06/11,04:00,In Transit - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:08,00:13:20,00:01:44
2025/06/11,04:00,In Transit - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:02,00:05:01,00:04:57
2025/06/11,04:00,In Transit - Chat,Chat_Nectar,SupportWGS,1,00:00:03,00:43:19,00:00:45
2025/06/11,04:00,In Transit - Chat,Chat_Nectar,Shipping COA,1,00:00:06,00:20:48,00:06:41
2025/06/11,04:00,In Transit - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:05,00:12:06,00:03:49
2025/06/11,04:00,In Transit - Chat,Chat_DreamCloud,Unresolved Interaction,1,00:00:03,00:20:18,00:12:00
2025/06/11,04:00,In Transit - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:04,00:08:10,00:03:35
2025/06/11,04:00,In Transit - Chat,Chat_Nectar,Post-Order Questions,1,00:00:04,00:04:02,00:00:00
2025/06/11,04:00,Inbound Sales - Chat,Chat_DreamCloud,Abandon,1,00:01:46,00:00:00,00:00:00
2025/06/11,04:00,Inbound Sales - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:05,00:14:38,00:02:01
2025/06/11,04:00,Inbound Sales - Chat,Chat_DreamCloud,Shipping Status - Pre-Transit,1,00:00:04,00:08:46,00:02:52
2025/06/11,04:00,Inbound Sales - Chat,Chat_Nectar,Warranty Claims,1,00:00:03,00:10:00,00:02:40
2025/06/11,04:00,Inbound Sales - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:04,00:12:45,00:06:52
2025/06/11,04:00,Inbound Sales - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:04,00:11:28,00:01:24
2025/06/11,04:00,Inbound Sales - Chat,Chat_DreamCloud,Abandon,1,00:00:13,00:00:00,00:00:00
2025/06/11,04:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:02,00:10:41,00:00:56
2025/06/11,04:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:03,00:14:16,00:11:01
2025/06/11,04:00,Inbound Sales - Chat,Chat_Nectar,Warranty Claims,1,00:00:03,00:12:02,00:00:01
2025/06/11,04:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:03,00:16:12,00:06:14
2025/06/11,04:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:04,00:11:11,00:00:09
2025/06/11,04:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:06,00:10:56,00:02:48
2025/06/11,04:00,Inbound Sales - Chat,Chat_Siena,Unresolved Interaction,1,00:00:04,00:05:28,00:01:35
2025/06/11,04:00,Inbound Sales - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:05,00:15:12,00:06:17
2025/06/11,04:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:04,00:08:20,00:00:20
