DATE,HOUR,SKILL,CAMPAIGN,DISPOSITION,INTERACTIONS,CHAT QUEUE TIME,HANDLE TIME,AFTER CHAT WORK
2025/01/29,00:00,EOT Delivered - Chat,Chat_Nectar,Sales- Sellable- Offer Made- Not Sold,1,00:00:02,00:15:31,00:08:23
2025/01/29,00:00,EOT Delivered - Chat,Chat_Nectar,Warranty Claim 61 Plus Days_1st,1,00:00:03,00:09:35,00:00:01
2025/01/29,00:00,In Transit - Chat,Chat_DreamCloud,Order Details Question,1,00:00:05,00:23:13,00:11:43
2025/01/29,00:00,Inbound Sales - Chat,Chat_Nectar,Sales- Sellable- No- Offer- Made,1,00:00:03,00:12:48,00:00:00
2025/01/29,00:00,Inbound Sales - Chat,Chat_DreamCloud,Product Inquiry,1,00:00:03,00:04:45,00:00:00
2025/01/29,00:00,Inbound Sales - Chat,Chat_DreamCloud,Unresolved Interaction,1,00:00:02,00:33:48,00:00:40
2025/01/29,00:00,Inbound Sales - Chat,Chat_Nectar,Product Inquiry,1,00:00:03,00:16:44,00:02:38
2025/01/29,00:00,Inbound Sales - Chat,Chat_DreamCloud,Unresolved Interaction,1,00:00:04,00:10:09,00:00:01
2025/01/29,00:00,Inbound Sales - Chat,Chat_Nectar,Product Inquiry,1,00:00:02,00:07:24,00:01:07
2025/01/29,00:00,Inbound Sales - Chat,Chat_Nectar,Product Inquiry,1,00:00:02,00:09:36,00:01:28
2025/01/29,01:00,Early Returns - Chat,Chat_Nectar,Return_1st - Comfort Issue,1,00:00:03,00:18:41,00:00:18
2025/01/29,01:00,Early Returns - Chat,Chat_DreamCloud,Unresponsive Customer,1,00:00:04,00:17:29,00:04:21
2025/01/29,01:00,In Transit - Chat,Chat_DreamCloud,[Not Defined],1,00:00:03,00:03:52,00:00:02
2025/01/29,01:00,In Transit - Chat,Chat_DreamCloud,Cancellation In Transit,1,00:00:08,00:50:53,00:07:21
2025/01/29,01:00,Inbound Sales - Chat,Chat_DreamCloud,Cancellation Pre Transit,1,00:00:05,00:11:31,00:00:00
