DATE,HOUR,SKILL,CAMPAIGN,DISPOSITION,INTERACTIONS,CHAT QUEUE TIME,HANDLE TIME,AFTER CHAT WORK
2025/05/09,00:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:03,00:30:11,00:03:17
2025/05/09,00:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:03,00:13:53,00:02:04
2025/05/09,00:00,Inbound Sales - Chat,Chat_Nectar,Unresponsive Customer,1,00:00:04,00:07:31,00:00:05
2025/05/09,01:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:06,00:07:01,00:01:01
2025/05/09,01:00,Inbound Sales - Chat,Chat_DreamCloud,Unresponsive Customer,1,00:00:05,00:15:45,00:07:04
2025/05/09,01:00,Pre-Transit_Cancellations - Chat,Chat_Nectar,Modify_Exchange Order,1,00:00:05,00:12:37,00:00:07
2025/05/09,02:00,Delivered - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:04,00:04:47,00:00:05
2025/05/09,02:00,Early Returns - Chat,Chat_Nectar,Post-Order Questions,1,00:00:03,00:06:43,00:01:44
2025/05/09,02:00,EOT Delivered - Chat,Chat_Nectar,Post-Order Questions,1,00:00:02,00:10:54,00:01:29
2025/05/09,02:00,In Transit - Chat,Chat_DreamCloud,Cancel - Follow-Up,1,00:00:02,00:21:57,00:00:09
2025/05/09,02:00,Inbound Sales - Chat,Chat_DreamCloud,Amazon_Retail,1,00:00:05,00:25:11,00:01:49
2025/05/09,02:00,Inbound Sales - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:02,00:05:23,00:00:53
2025/05/09,02:00,Inbound Sales - Chat,Chat_Nectar,Return - Comfort,1,00:00:03,00:13:47,00:01:33
2025/05/09,03:00,Delivered - Chat,Chat_DreamCloud,Return - Comfort,1,00:00:06,00:23:14,00:00:03
2025/05/09,03:00,Early Returns - Chat,Chat_Nectar,Post-Order Questions,1,00:00:03,00:09:41,00:01:30
2025/05/09,03:00,Early Returns - Chat,Chat_DreamCloud,Product Support,1,00:00:05,00:07:54,00:03:12
2025/05/09,03:00,EOT Delivered - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:05,00:12:29,00:01:32
