DATE,HOUR,SKILL,CAMPAIGN,DISPOSITION,INTERACTIONS,CHAT QUEUE TIME,HANDLE TIME,AFTER CHAT WORK
2025/03/03,00:00,Delivered - Chat,Chat_Nectar,Return - No Longer Needed,1,00:00:06,00:16:06,00:01:26
2025/03/03,00:00,Delivered - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:05,00:13:58,00:01:29
2025/03/03,00:00,Early Returns - Chat,Chat_DreamCloud,Return - Comfort,1,00:00:03,00:33:48,00:00:25
2025/03/03,00:00,EOT Delivered - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:05,00:09:19,00:00:53
2025/03/03,00:00,In Transit - Chat,Chat_Awara,Cancel - No Longer Need,1,00:00:04,00:20:42,00:01:00
2025/03/03,00:00,Inbound Sales - Chat,Chat_DreamCloud,Unresponsive Customer,1,00:00:05,00:05:36,00:00:15
2025/03/03,00:00,Inbound Sales - Chat,Chat_DreamCloud,Product Support,1,00:00:03,00:15:36,00:02:06
2025/03/03,00:00,Inbound Sales - Chat,Chat_DreamCloud,Abandon,1,00:00:04,00:00:00,00:00:00
2025/03/03,00:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:05,00:15:18,00:00:00
2025/03/03,00:00,Pre Transit - Chat,Chat_DreamCloud,Product Support,1,00:00:04,00:33:22,00:00:52
2025/03/03,01:00,Early Returns - Chat,Chat_Nectar,Return - No Longer Needed,1,00:00:03,00:21:25,00:03:02
2025/03/03,01:00,In Transit - Chat,Chat_Siena,Product Support,1,00:00:06,00:13:27,00:02:54
2025/03/03,01:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:03,00:05:22,00:01:34
2025/03/03,01:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:04,00:14:38,00:01:21
2025/03/03,01:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Sold,1,00:00:05,00:22:58,00:02:22
2025/03/03,01:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:02,00:07:06,00:01:13
2025/03/03,01:00,Inbound Sales - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:07,00:27:08,00:02:25
2025/03/03,01:00,Pre-Transit_Cancellations - Chat,Chat_DreamCloud,Unresolved Interaction,1,00:00:04,00:08:49,00:00:00
2025/03/03,02:00,Delivered - Chat,Chat_Nectar,Return - No Longer Needed,1,00:00:03,00:26:58,00:00:54
2025/03/03,02:00,EOT Delivered - Chat,Chat_Nectar,Product Support,1,00:00:06,00:11:45,00:01:43
2025/03/03,02:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:06,00:04:45,00:00:26
