DATE,HOUR,SKILL,CAMPAIGN,DISPOSITION,INTERACTIONS,CHAT QUEUE TIME,HANDLE TIME,AFTER CHAT WORK
2025/04/27,00:00,Early Returns - Chat,Chat_Nectar,Return - Comfort,1,00:00:05,00:45:51,00:00:03
2025/04/27,00:00,EOT Delivered - Chat,Chat_Nectar,Unresponsive Customer,1,00:00:02,00:03:15,00:03:00
2025/04/27,00:00,In Transit - Chat,Chat_DreamCloud,Shipping Status - Pre-Transit,1,00:00:02,00:21:39,00:00:06
2025/04/27,00:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:06,00:19:01,00:00:33
2025/04/27,00:00,Inbound Sales - Chat,Chat_Nectar,Product Support,1,00:00:05,00:48:50,00:10:46
2025/04/27,00:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:05,00:12:33,00:05:47
2025/04/27,00:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:02,00:07:30,00:00:35
2025/04/27,00:00,Inbound Sales - Chat,Chat_DreamCloud,Product Support,1,00:00:03,00:31:14,00:06:13
2025/04/27,00:00,Pre-Transit_Cancellations - Chat,Chat_Awara,Product Support,1,00:00:03,00:05:19,00:00:50
2025/04/27,00:00,Pre-Transit_Cancellations - Chat,Chat_DreamCloud,Product Support,1,00:00:05,00:13:13,00:01:32
2025/04/27,00:00,Pre-Transit_Cancellations - Chat,Chat_Nectar,Shipping COA,1,00:00:05,00:06:50,00:00:48
2025/04/27,01:00,Early Returns - Chat,Chat_DreamCloud,Return - Wrong Product,1,00:00:04,00:25:20,00:00:15
2025/04/27,01:00,EOT Delivered - Chat,Chat_Nectar,Product Support,1,00:00:06,00:10:57,00:00:53
2025/04/27,01:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:03,00:02:45,00:01:51
2025/04/27,01:00,Inbound Sales - Chat,Chat_Nectar,Sales - Sellable - Not Sold,1,00:00:02,00:02:26,00:01:41
2025/04/27,01:00,Inbound Sales - Chat,Chat_DreamCloud,Sales - Sellable - Not Sold,1,00:00:03,00:08:16,00:00:09
2025/04/27,02:00,Early Returns - Chat,Chat_Nectar,Return - Comfort,1,00:00:02,00:10:27,00:00:00
2025/04/27,02:00,Inbound Sales - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:03,00:14:08,00:00:00
2025/04/27,02:00,Pre-Transit_Cancellations - Chat,Chat_DreamCloud,Unresolved Interaction,1,00:00:05,00:06:40,00:02:09
2025/04/27,03:00,Early Returns - Chat,Chat_Nectar,Return - Comfort,1,00:00:04,00:25:38,00:01:12
