DATE,HOUR,SKILL,CAMPAIGN,DISPOSITION,INTERACTIONS,CHAT QUEUE TIME,HANDLE TIME,AFTER CHAT WORK
2024/08/30,00:00,Delivered - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:05,00:10:27,00:01:29
2024/08/30,01:00,Inbound Sales - Chat,Chat_Nectar,General Inquiry,1,00:00:05,00:08:16,00:00:34
2024/08/30,01:00,Inbound Sales - Chat,Chat_Nectar,Warranty Claim 61 Plus Days,1,00:00:02,00:16:37,00:01:54
2024/08/30,01:00,Inbound Sales - Chat,Chat_Nectar,Fiberglass Inquiry,1,00:00:02,00:07:11,00:00:12
2024/08/30,01:00,Inbound Sales - Chat,Chat_DreamCloud,General Inquiry,1,00:00:05,00:06:11,00:01:15
2024/08/30,01:00,Pre Transit - Chat,Chat_DreamCloud,Order Details Question,1,00:00:03,00:17:55,00:04:55
2024/08/30,01:00,Pre-Transit_Cancellations - Chat,Chat_Nectar,General Inquiry,1,00:00:02,00:14:13,00:01:08
2024/08/30,02:00,Inbound Sales - Chat,Chat_DreamCloud,General Inquiry,1,00:00:05,00:30:39,00:00:07
2024/08/30,02:00,Inbound Sales - Chat,Chat_DreamCloud,General Inquiry,1,00:00:04,00:26:00,00:00:17
2024/08/30,02:00,Inbound Sales - Chat,Chat_DreamCloud,No Response Needed,1,00:00:03,00:08:11,00:00:00
2024/08/30,02:00,Pre-Transit_Cancellations - Chat,Chat_DreamCloud,Cancellation Pre Transit,1,00:00:04,00:09:38,00:00:03
2024/08/30,03:00,Delivered - Chat,Chat_DreamCloud,Return - Retained - Soft Topper,1,00:00:04,00:19:26,00:00:00
2024/08/30,03:00,EOT Delivered - Chat,Chat_DreamCloud,General Inquiry,1,00:00:04,00:04:05,00:00:07
2024/08/30,03:00,EOT Delivered - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:02,00:08:49,00:00:07
2024/08/30,03:00,EOT Delivered - Chat,Chat_Nectar,Warranty Claim 61 Plus Days,1,00:00:05,00:12:51,00:02:17
2024/08/30,03:00,Inbound Sales - Chat,Chat_Nectar,General Inquiry,1,00:00:05,00:09:36,00:00:06
2024/08/30,03:00,Inbound Sales - Chat,Chat_Nectar,General Inquiry,1,00:00:05,00:08:09,00:00:45
2024/08/30,03:00,Inbound Sales - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:05,00:11:38,00:00:52
