DATE,HOUR,SKILL,CAMPAIGN,DISPOSITION,INTERACTIONS,CHAT QUEUE TIME,HANDLE TIME,AFTER CHAT WORK
2025/01/20,00:00,Inbound Sales - Chat,Chat_DreamCloud,Product Inquiry,1,00:00:04,00:06:52,00:00:52
2025/01/20,00:00,Inbound Sales - Chat,Chat_Nectar,Sales- Sellable- Offer Made- Not Sold,1,00:00:04,00:10:42,00:00:34
2025/01/20,00:00,Inbound Sales - Chat,Chat_Nectar,Unresponsive Customer,1,00:00:04,00:09:26,00:01:05
2025/01/20,00:00,Inbound Sales - Chat,Chat_Nectar,Product Inquiry,1,00:00:06,00:14:23,00:00:00
2025/01/20,01:00,Delivered - Chat,Chat_Nectar,Warranty Claim 61 Plus Days_1st,1,00:00:04,00:06:31,00:01:22
2025/01/20,01:00,Delivered - Chat,Chat_DreamCloud,Unresponsive Customer,1,00:00:06,00:04:30,00:00:52
2025/01/20,01:00,Delivered - Chat,Chat_Nectar,Unresolved Interaction,1,00:00:07,00:22:44,00:00:00
2025/01/20,01:00,Delivered - Chat,Chat_DreamCloud,Warranty Claim 61 Plus Days_1st,1,00:00:03,00:12:14,00:01:11
2025/01/20,01:00,Early Returns - Chat,Chat_Siena,Unresolved Interaction,1,00:00:04,00:10:46,00:06:28
2025/01/20,01:00,Early Returns - Chat,Chat_Siena,Trace Claim Inquiry,1,00:00:05,00:34:01,00:02:30
2025/01/20,01:00,Early Returns - Chat,Chat_DreamCloud,Manufacturing Defect_1st - 1-60 Days,1,00:00:05,00:27:36,00:03:17
2025/01/20,01:00,Early Returns - Chat,Chat_Siena,Refund Status Inquiry,1,00:00:02,00:12:45,00:03:06
2025/01/20,01:00,Early Returns - Chat,Chat_DreamCloud,Order Details Question,1,00:00:04,00:08:24,00:01:14
2025/01/20,01:00,In Transit - Chat,Chat_Nectar,Affirm Inquiry,1,00:00:02,00:08:59,00:01:10
2025/01/20,01:00,Inbound Sales - Chat,Chat_Nectar,Sales- Sellable- No- Offer- Made,1,00:00:03,00:15:07,00:03:25
2025/01/20,01:00,Inbound Sales - Chat,Chat_DreamCloud,Unresolved Interaction,1,00:00:04,00:19:26,00:05:37
2025/01/20,01:00,Inbound Sales - Chat,Chat_Nectar,Unresponsive Customer,1,00:00:04,00:06:08,00:00:51
2025/01/20,01:00,Pre-Transit_Cancellations - Chat,Chat_Siena,Return_1st - 30-day adjustment,1,00:00:04,00:10:43,00:00:05
